20 3.30162 0.729323
40 3.74763 0.423188
60 3.72446 0.339412
80 3.65413 0.262898
100 3.60531 0.191911
20 3.30162 0.729323
40 3.74763 0.423188
60 3.72446 0.339412
80 3.65413 0.262898
100 3.60531 0.191911
