1 0.660325 1
2 1.65081 1
3 2.6413 0.742794
4 3.30162 0.703258
5 3.30162 0.729323
1 0.660325 1
2 1.65081 1
3 2.6413 0.742794
4 3.30162 0.703258
5 3.30162 0.729323
